week_end,btc_close,btc_ret_1w,btc_vol_1w,btc_volume_1w,etf_net_1w,etf_cum,etf_mom_4w,etf_net_ibit,etf_net_fbtc,etf_net_arkb,etf_net_bitb,etf_net_gbtc,etf_net_hodl,etf_net_btco,etf_net_ezbc,etf_net_brrr,etf_net_btcw,etf_days_pos,opt_oi_total,opt_pcr_oi,opt_pcr_vol,opt_gex_net,opt_gamma_flip,opt_skew_25d_30d,opt_maxpain_front,opt_dvol,opt_term_slope,avail_date_etf,quality_flags
2025-08-01,113297.93,-0.03669944584124163,0.08719145344285123,102503.50891,-642.9,54154.40000000001,1133.225,355.4,-354.09999999999997,-443.4,-66.6,-125.0,9.1,-1.5999999999999996,0.20000000000000018,0.0,0.0,3.0,,,,,,,,,,2025-08-04,
2025-08-08,116674.74,0.029804692813010902,0.0839938674193057,73890.59327,253.19999999999993,54407.600000000006,517.15,188.9,-55.19999999999999,-5.800000000000001,62.3,3.400000000000002,25.6,0.0,3.4,0.0,0.0,3.0,,,,,,,,,,2025-08-11,
2025-08-15,117342.05,0.005719404217228163,0.16692878011966747,131865.702736,547.6,54955.200000000004,57.55000000000001,887.7,-73.8,-183.90000000000003,-18.4,-95.9,-5.9,4.9,0.0,0.0,0.0,4.0,,,,,,,,,,2025-08-18,
2025-08-22,116935.99,-0.0034604815579751813,0.15713118012157823,97707.86153,-1178.5,53776.700000000004,-255.14999999999998,-615.0,-235.3,-182.3,-60.8,-118.1,26.4,0.0,13.4,-4.3,0.0,0.0,,,,,,,,,,2025-08-25,
2025-08-29,108377.4,-0.07319038390148325,0.14303718923566336,123217.77579,440.8,54217.50000000001,15.77500000000002,247.9,33.499999999999986,78.60000000000001,46.2,-15.3,10.2,6.7,6.5,0.0,2.3,4.0,,,,,,,,,,2025-09-01,
2025-09-05,110659.99,0.021061494370597567,0.06514209414609111,100326.06237999999,250.3,54467.80000000001,15.05000000000004,434.3,25.09999999999998,-81.5,-76.9,-69.69999999999999,-13.2,2.2,-3.2,0.0,0.0,2.0,,,,,,,,,,2025-09-08,
2025-09-12,116029.42,0.048521873172046925,0.06703887986663093,84161.53961,2323.9,56791.70000000001,459.12500000000006,1036.9,849.5999999999999,181.7,138.5,13.3,43.2,12.4,13.1,0.0,0.0,5.0,,,,,,,,,,2025-09-15,
2025-09-19,115632.38,-0.003421890758395496,0.05707535241961271,76519.99650000001,886.5,57678.20000000001,975.375,866.8,34.7,33.400000000000006,-29.4,-86.1,14.0,3.5,10.1,0.0,0.0,4.0,,,,,,,,,,2025-09-22,
2025-09-26,109643.46,-0.05179275908703085,0.12608732431952416,90112.90872,-897.6,56780.60000000001,640.7750000000001,173.8,-737.8,-123.3,-92.39999999999999,-84.6,-22.5,10.0,-6.3,0.0,0.0,1.0,,,,,,,,,,2025-09-29,
2025-10-03,122232.0,0.11481341431581948,0.10128192363653325,107272.9526,3236.0,60016.60000000001,1387.2,1816.4,691.9,254.5,211.9,57.2,65.0,35.3,16.5,0.0,0.0,5.0,,,,,,,,,,2025-10-06,
